IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
2.92,2,manajemen,tidak,7166510,buruh,3,kontrak,pedesaan,tidak,0,tidak,89,tidak,ya,76,4,tidak,laki-laki,13,tidak layak,0
3.29,2,sastra,tidak,6269167,karyawan swasta,3,kontrak,perkotaan,ya,3,ya,67,tidak,ya,89,19,tidak,perempuan,4,tidak layak,0
3.45,7,pendidikan,tidak,1326965,wirausaha,4,kontrak,perkotaan,ya,2,ya,81,ada,ya,58,9,tidak,perempuan,99,layak,4691638
3.09,1,hukum,ya,3867636,tidak bekerja,1,milik sendiri,3t,ya,2,tidak,67,tidak,tidak,82,12,tidak,laki-laki,87,tidak layak,0
2.28,1,kedokteran,tidak,7984373,pedagang,4,menumpang,pedesaan,ya,2,tidak,94,ada,tidak,51,12,ya,laki-laki,28,tidak layak,0
3.43,4,kedokteran,tidak,7370390,buruh,1,menumpang,3t,tidak,5,ya,50,ada,tidak,88,9,tidak,perempuan,54,tidak layak,0
3.32,7,pendidikan,tidak,4160940,karyawan swasta,3,menumpang,pedesaan,tidak,4,ya,82,tidak,tidak,69,3,tidak,perempuan,35,tidak layak,0
3.81,6,sastra,tidak,5512883,pedagang,2,menumpang,perkotaan,tidak,4,tidak,70,ada,ya,91,15,tidak,perempuan,53,tidak layak,0
2.22,7,ekonomi,tidak,3686247,pegawai negeri,6,menumpang,pedesaan,ya,3,tidak,92,tidak,tidak,60,17,tidak,laki-laki,60,tidak layak,0
3.13,3,sastra,tidak,9878994,tidak bekerja,2,menumpang,perkotaan,tidak,1,ya,97,tidak,tidak,100,10,tidak,perempuan,59,tidak layak,0
3.18,2,pertanian,ya,1694801,karyawan swasta,2,menumpang,3t,tidak,4,ya,53,ada,ya,62,10,tidak,perempuan,18,tidak layak,0
2.89,6,hukum,tidak,8680249,pegawai negeri,6,milik sendiri,pedesaan,ya,3,ya,98,ada,ya,81,2,tidak,perempuan,81,layak,5602149
3.06,7,ekonomi,tidak,6930982,petani,1,menumpang,3t,ya,0,tidak,98,ada,ya,93,0,tidak,laki-laki,28,tidak layak,0
4.0,6,sastra,ya,6934909,buruh,5,kontrak,3t,tidak,2,tidak,79,tidak,tidak,93,4,tidak,perempuan,45,tidak layak,0
3.61,4,hukum,tidak,7267788,petani,2,milik sendiri,perkotaan,ya,5,ya,82,ada,ya,73,20,tidak,perempuan,81,layak,4145715
2.85,1,teknik informatika,tidak,831211,petani,6,milik sendiri,pedesaan,ya,4,ya,94,ada,ya,94,20,ya,perempuan,84,tidak layak,0
2.94,7,sastra,ya,9696242,karyawan swasta,2,menumpang,perkotaan,ya,0,ya,55,ada,tidak,59,2,tidak,laki-laki,92,tidak layak,0
3.01,2,sastra,tidak,8163014,pegawai negeri,3,kontrak,3t,tidak,0,tidak,73,tidak,tidak,97,3,tidak,laki-laki,1,tidak layak,0
3.22,3,hukum,tidak,7843630,buruh,3,menumpang,3t,tidak,1,ya,75,tidak,tidak,74,15,tidak,laki-laki,14,tidak layak,0
2.87,3,teknik informatika,tidak,3174211,petani,4,menumpang,pedesaan,ya,3,ya,74,tidak,ya,93,4,tidak,perempuan,14,tidak layak,0
2.97,7,pertanian,ya,4889135,wirausaha,3,milik sendiri,perkotaan,tidak,5,tidak,86,ada,tidak,83,16,tidak,laki-laki,55,tidak layak,0
3.5,4,pertanian,tidak,6957158,pedagang,5,menumpang,3t,tidak,1,tidak,80,tidak,ya,54,15,tidak,perempuan,35,tidak layak,0
2.53,1,kedokteran,tidak,6852484,karyawan swasta,2,milik sendiri,pedesaan,tidak,3,ya,81,tidak,tidak,57,15,tidak,laki-laki,13,tidak layak,0
3.42,7,ekonomi,ya,9712349,petani,1,menumpang,perkotaan,tidak,4,tidak,91,tidak,tidak,73,1,tidak,perempuan,42,tidak layak,0
3.31,8,pendidikan,tidak,2412994,petani,6,milik sendiri,3t,ya,5,tidak,68,tidak,ya,52,5,tidak,perempuan,13,tidak layak,0
2.59,1,teknik informatika,tidak,7761353,tidak bekerja,5,kontrak,perkotaan,tidak,1,tidak,61,ada,ya,74,19,tidak,perempuan,64,tidak layak,0
3.52,7,ekonomi,tidak,4664755,pegawai negeri,4,kontrak,perkotaan,ya,1,ya,88,tidak,tidak,95,17,tidak,laki-laki,26,tidak layak,0
3.04,5,ekonomi,tidak,9269953,petani,1,kontrak,3t,tidak,1,ya,100,ada,tidak,93,8,tidak,laki-laki,88,tidak layak,0
2.96,5,kedokteran,tidak,1042011,pegawai negeri,4,milik sendiri,perkotaan,tidak,4,tidak,97,tidak,ya,82,9,tidak,laki-laki,48,tidak layak,0
3.5,7,ekonomi,tidak,5745463,buruh,1,milik sendiri,perkotaan,ya,3,tidak,90,tidak,ya,99,6,tidak,laki-laki,87,layak,2624691
3.43,3,hukum,tidak,2502424,karyawan swasta,1,kontrak,pedesaan,ya,1,tidak,66,ada,tidak,79,4,ya,perempuan,76,tidak layak,0
3.12,1,sastra,tidak,9730156,pegawai negeri,1,menumpang,pedesaan,ya,1,tidak,100,ada,tidak,84,17,tidak,perempuan,28,tidak layak,0
3.14,6,ekonomi,tidak,2402100,karyawan swasta,3,menumpang,perkotaan,ya,4,tidak,73,tidak,tidak,52,9,tidak,laki-laki,41,tidak layak,0
3.07,2,manajemen,ya,9525719,buruh,1,menumpang,3t,tidak,1,tidak,77,ada,ya,84,13,tidak,laki-laki,95,tidak layak,0
3.07,3,teknik informatika,tidak,6065260,petani,1,milik sendiri,3t,tidak,4,ya,64,tidak,tidak,74,14,tidak,perempuan,40,tidak layak,0
3.09,1,ekonomi,tidak,9473031,petani,6,menumpang,perkotaan,tidak,4,ya,54,tidak,ya,68,9,tidak,perempuan,97,tidak layak,0
3.62,3,manajemen,ya,7111593,buruh,5,milik sendiri,pedesaan,tidak,5,ya,76,ada,ya,61,7,tidak,perempuan,24,tidak layak,0
2.86,2,hukum,tidak,1412484,tidak bekerja,5,kontrak,perkotaan,ya,5,ya,56,ada,tidak,71,11,tidak,laki-laki,12,tidak layak,0
3.56,5,manajemen,tidak,5831563,karyawan swasta,4,kontrak,perkotaan,ya,4,ya,86,tidak,tidak,77,5,ya,laki-laki,100,tidak layak,0
3.24,4,ekonomi,tidak,6531174,pedagang,6,menumpang,pedesaan,ya,3,ya,69,tidak,ya,61,20,tidak,perempuan,17,tidak layak,0
3.34,4,sastra,tidak,1782825,wirausaha,1,milik sendiri,perkotaan,tidak,4,tidak,99,ada,ya,85,8,tidak,perempuan,83,layak,3246823
2.76,6,teknik informatika,tidak,8681277,pedagang,1,kontrak,pedesaan,ya,1,tidak,100,tidak,tidak,80,14,tidak,laki-laki,83,tidak layak,0
2.87,6,manajemen,tidak,9247185,wirausaha,3,menumpang,pedesaan,ya,1,ya,74,tidak,ya,83,8,tidak,laki-laki,66,tidak layak,0
3.71,7,pendidikan,tidak,6288681,karyawan swasta,4,menumpang,3t,tidak,3,ya,54,tidak,ya,59,5,tidak,laki-laki,84,tidak layak,0
3.59,1,hukum,ya,4832877,pedagang,5,kontrak,pedesaan,ya,0,tidak,96,tidak,ya,63,14,tidak,perempuan,61,layak,3430817
2.78,7,hukum,tidak,3476650,karyawan swasta,5,menumpang,3t,tidak,4,tidak,55,tidak,ya,88,17,tidak,perempuan,66,tidak layak,0
2.99,7,pendidikan,tidak,9388846,karyawan swasta,2,kontrak,perkotaan,ya,4,tidak,98,ada,tidak,58,8,tidak,laki-laki,10,tidak layak,0
3.27,5,ekonomi,tidak,591762,wirausaha,6,milik sendiri,pedesaan,ya,0,ya,63,tidak,tidak,73,3,tidak,perempuan,33,tidak layak,0
4.0,7,pendidikan,tidak,7168174,tidak bekerja,2,kontrak,pedesaan,ya,1,ya,85,tidak,tidak,69,18,tidak,perempuan,94,layak,3158202
3.29,2,kedokteran,tidak,3214471,petani,2,menumpang,pedesaan,ya,4,tidak,93,ada,ya,74,20,ya,laki-laki,18,tidak layak,0
3.38,8,ekonomi,ya,4913951,pedagang,3,milik sendiri,perkotaan,tidak,3,tidak,83,tidak,ya,99,5,tidak,perempuan,1,tidak layak,0
3.84,4,sastra,ya,9065571,buruh,6,milik sendiri,perkotaan,tidak,2,ya,50,ada,ya,67,12,tidak,perempuan,51,tidak layak,0
3.0,4,teknik informatika,tidak,1651205,petani,5,kontrak,perkotaan,ya,4,ya,67,ada,ya,79,12,tidak,perempuan,22,layak,5415292
4.0,2,manajemen,tidak,6203681,petani,5,kontrak,perkotaan,tidak,4,ya,78,tidak,tidak,99,7,tidak,perempuan,87,tidak layak,0
3.41,8,teknik informatika,tidak,4825497,petani,4,menumpang,perkotaan,ya,5,ya,70,tidak,tidak,83,17,ya,perempuan,31,tidak layak,0
2.8,5,manajemen,tidak,6237688,petani,5,milik sendiri,pedesaan,ya,4,ya,97,ada,tidak,97,6,tidak,laki-laki,33,tidak layak,0
2.54,4,kedokteran,tidak,4689194,tidak bekerja,5,kontrak,3t,ya,0,tidak,92,tidak,ya,98,17,tidak,perempuan,47,tidak layak,0
3.07,6,pertanian,tidak,5109255,karyawan swasta,2,menumpang,pedesaan,ya,4,ya,83,tidak,tidak,84,1,tidak,perempuan,87,layak,3466331
3.87,8,manajemen,tidak,8218703,pegawai negeri,6,milik sendiri,3t,ya,4,ya,73,tidak,ya,85,8,tidak,perempuan,78,tidak layak,0
3.2,6,pendidikan,ya,7612581,pedagang,4,menumpang,perkotaan,ya,3,ya,61,ada,ya,56,8,tidak,perempuan,48,tidak layak,0
2.67,4,hukum,tidak,3009000,karyawan swasta,1,milik sendiri,pedesaan,ya,5,tidak,96,tidak,tidak,69,8,tidak,laki-laki,50,tidak layak,0
2.76,3,sastra,tidak,9063838,karyawan swasta,6,kontrak,perkotaan,ya,2,tidak,59,ada,tidak,76,20,tidak,perempuan,9,tidak layak,0
3.21,2,hukum,tidak,5759356,pegawai negeri,6,kontrak,perkotaan,tidak,3,ya,78,tidak,tidak,76,5,tidak,laki-laki,16,tidak layak,0
3.19,4,sastra,tidak,1843263,pedagang,2,kontrak,3t,ya,3,tidak,51,tidak,ya,56,8,tidak,laki-laki,83,layak,5270267
4.0,5,kedokteran,tidak,5267670,karyawan swasta,6,milik sendiri,3t,tidak,0,ya,72,tidak,tidak,79,17,tidak,perempuan,17,tidak layak,0
2.76,3,pertanian,tidak,9962089,karyawan swasta,5,menumpang,perkotaan,ya,2,tidak,64,ada,tidak,69,11,tidak,laki-laki,38,tidak layak,0
2.14,1,teknik informatika,tidak,2786742,pegawai negeri,3,kontrak,pedesaan,tidak,3,tidak,80,tidak,ya,99,13,tidak,laki-laki,0,tidak layak,0
3.64,6,kedokteran,tidak,9904541,karyawan swasta,4,milik sendiri,3t,tidak,3,tidak,64,tidak,ya,77,20,tidak,perempuan,36,tidak layak,0
3.32,5,ekonomi,ya,1648634,pedagang,2,kontrak,3t,ya,3,ya,89,tidak,ya,70,0,tidak,laki-laki,23,layak,2857932
3.1,5,sastra,ya,7855410,wirausaha,1,milik sendiri,3t,ya,1,ya,69,tidak,tidak,79,1,tidak,laki-laki,7,tidak layak,0
2.76,5,ekonomi,ya,8387754,pedagang,2,kontrak,perkotaan,tidak,0,tidak,95,ada,tidak,99,14,tidak,laki-laki,25,tidak layak,0
3.9,8,manajemen,tidak,3997162,karyawan swasta,4,menumpang,perkotaan,tidak,1,tidak,52,ada,tidak,80,20,tidak,perempuan,6,tidak layak,0
3.57,4,manajemen,tidak,7784023,pegawai negeri,1,milik sendiri,perkotaan,ya,3,tidak,50,ada,tidak,94,19,tidak,laki-laki,31,tidak layak,0
3.71,3,pertanian,ya,6177780,tidak bekerja,6,milik sendiri,3t,tidak,5,tidak,56,ada,tidak,64,10,tidak,perempuan,56,tidak layak,0
3.49,4,teknik informatika,tidak,6509053,wirausaha,2,kontrak,perkotaan,ya,3,tidak,84,tidak,ya,86,5,tidak,perempuan,93,tidak layak,0
2.75,8,sastra,tidak,9803307,pedagang,1,menumpang,3t,ya,2,tidak,79,ada,tidak,96,5,tidak,perempuan,99,tidak layak,0
2.99,4,pendidikan,tidak,9542189,tidak bekerja,4,milik sendiri,pedesaan,ya,4,ya,68,tidak,tidak,91,10,tidak,laki-laki,5,tidak layak,0
3.4,3,hukum,tidak,3890323,petani,4,milik sendiri,3t,ya,3,tidak,83,tidak,ya,73,7,tidak,laki-laki,1,tidak layak,0
3.53,4,pertanian,tidak,1841452,karyawan swasta,6,milik sendiri,pedesaan,tidak,3,tidak,100,ada,tidak,83,1,tidak,perempuan,9,layak,3811100
2.82,2,manajemen,tidak,9419792,karyawan swasta,2,milik sendiri,pedesaan,ya,5,tidak,85,tidak,ya,99,20,tidak,perempuan,89,tidak layak,0
3.44,7,manajemen,ya,3526551,buruh,4,menumpang,pedesaan,ya,4,tidak,72,tidak,tidak,73,13,tidak,perempuan,92,tidak layak,0
3.08,6,kedokteran,tidak,4089118,karyawan swasta,5,menumpang,pedesaan,tidak,3,tidak,50,ada,tidak,88,0,tidak,perempuan,0,tidak layak,0
2.7,4,kedokteran,tidak,5538238,petani,5,kontrak,pedesaan,ya,0,tidak,100,tidak,ya,81,18,tidak,laki-laki,76,tidak layak,0
2.92,5,teknik informatika,tidak,6901281,petani,1,kontrak,pedesaan,tidak,3,tidak,57,ada,ya,90,20,tidak,perempuan,67,tidak layak,0
2.64,1,pendidikan,tidak,3009536,pegawai negeri,5,menumpang,pedesaan,ya,5,tidak,78,ada,ya,77,9,tidak,laki-laki,16,tidak layak,0
2.37,6,manajemen,tidak,1327302,buruh,4,kontrak,3t,ya,5,ya,58,tidak,ya,81,12,tidak,laki-laki,71,tidak layak,0
3.88,4,kedokteran,ya,7715305,pegawai negeri,6,menumpang,3t,tidak,3,ya,62,tidak,tidak,88,20,ya,perempuan,21,tidak layak,0
3.18,6,pertanian,tidak,7889750,petani,2,milik sendiri,perkotaan,ya,5,tidak,57,ada,ya,89,4,tidak,perempuan,1,tidak layak,0
3.64,6,manajemen,tidak,8405261,petani,3,milik sendiri,perkotaan,ya,4,tidak,66,tidak,ya,94,0,tidak,laki-laki,32,tidak layak,0
3.32,3,teknik informatika,tidak,5051347,petani,4,menumpang,perkotaan,ya,5,ya,92,tidak,ya,51,9,tidak,perempuan,29,tidak layak,0
2.52,7,manajemen,tidak,8631281,tidak bekerja,5,menumpang,3t,ya,3,tidak,95,ada,ya,65,16,tidak,perempuan,50,tidak layak,0
2.68,3,teknik informatika,tidak,6404121,pegawai negeri,6,kontrak,pedesaan,tidak,4,ya,53,tidak,tidak,51,17,tidak,laki-laki,19,tidak layak,0
2.55,3,kedokteran,tidak,9582410,wirausaha,2,milik sendiri,pedesaan,tidak,4,tidak,77,ada,ya,70,2,tidak,laki-laki,23,tidak layak,0
3.42,6,hukum,tidak,5846688,karyawan swasta,4,kontrak,pedesaan,tidak,5,tidak,67,ada,ya,56,4,tidak,perempuan,77,tidak layak,0
3.85,4,kedokteran,tidak,937625,pegawai negeri,1,menumpang,perkotaan,ya,4,tidak,91,tidak,ya,74,15,tidak,laki-laki,24,layak,3898116
3.83,1,ekonomi,tidak,751897,pegawai negeri,4,milik sendiri,perkotaan,tidak,1,ya,78,tidak,tidak,79,7,tidak,laki-laki,77,layak,5190809
2.95,6,ekonomi,tidak,9495261,buruh,6,menumpang,perkotaan,ya,3,tidak,52,ada,tidak,97,1,tidak,laki-laki,24,tidak layak,0
3.21,5,pertanian,tidak,5609570,tidak bekerja,3,kontrak,3t,ya,0,tidak,59,tidak,tidak,55,16,tidak,laki-laki,50,tidak layak,0
2.63,7,pendidikan,tidak,3501084,karyawan swasta,5,menumpang,perkotaan,tidak,0,ya,94,ada,ya,55,3,tidak,perempuan,10,tidak layak,0
3.43,7,hukum,tidak,6885526,petani,2,kontrak,pedesaan,tidak,1,ya,59,ada,ya,76,9,tidak,perempuan,36,tidak layak,0
2.81,3,manajemen,tidak,3903286,petani,5,kontrak,3t,ya,3,tidak,50,tidak,ya,63,18,tidak,perempuan,52,tidak layak,0
3.62,8,manajemen,tidak,610277,pedagang,5,kontrak,perkotaan,ya,1,ya,59,ada,tidak,52,4,tidak,perempuan,42,layak,2735703
2.97,1,manajemen,tidak,3490511,pedagang,6,kontrak,perkotaan,tidak,4,tidak,85,ada,tidak,97,18,tidak,laki-laki,11,tidak layak,0
3.25,5,pendidikan,tidak,6857547,tidak bekerja,1,kontrak,perkotaan,ya,3,ya,94,tidak,tidak,83,13,tidak,laki-laki,78,tidak layak,0
3.06,1,manajemen,tidak,9374251,petani,4,menumpang,perkotaan,tidak,5,ya,88,tidak,tidak,83,18,tidak,perempuan,16,tidak layak,0
3.3,8,pertanian,tidak,3518342,buruh,2,menumpang,pedesaan,ya,0,ya,90,ada,ya,89,13,tidak,perempuan,44,tidak layak,0
2.95,4,teknik informatika,tidak,5224912,pegawai negeri,1,kontrak,pedesaan,ya,0,ya,71,tidak,tidak,96,18,tidak,laki-laki,22,tidak layak,0
3.92,4,pendidikan,tidak,8538102,karyawan swasta,1,menumpang,3t,ya,3,tidak,84,tidak,tidak,100,13,tidak,laki-laki,66,layak,4511077
2.49,6,teknik informatika,tidak,6065326,tidak bekerja,3,milik sendiri,perkotaan,ya,0,ya,74,ada,tidak,61,19,tidak,perempuan,90,tidak layak,0
3.66,6,teknik informatika,tidak,1956225,karyawan swasta,2,kontrak,pedesaan,tidak,1,tidak,61,ada,tidak,100,1,tidak,laki-laki,56,tidak layak,0
3.17,1,pertanian,tidak,3084996,pedagang,3,kontrak,perkotaan,ya,2,ya,56,ada,ya,96,1,tidak,laki-laki,0,tidak layak,0
3.45,5,teknik informatika,tidak,1960891,pegawai negeri,4,milik sendiri,3t,tidak,5,ya,86,tidak,ya,70,6,tidak,perempuan,68,layak,4677222
3.42,8,manajemen,tidak,3142344,pegawai negeri,1,milik sendiri,perkotaan,ya,0,ya,72,tidak,tidak,59,9,tidak,laki-laki,9,tidak layak,0
3.63,5,pendidikan,tidak,1351044,pedagang,1,kontrak,perkotaan,ya,3,ya,77,tidak,ya,95,19,tidak,perempuan,78,layak,4983192
3.53,5,pendidikan,tidak,9450391,petani,4,menumpang,3t,tidak,5,tidak,79,tidak,tidak,80,7,tidak,laki-laki,78,tidak layak,0
3.25,5,pendidikan,tidak,6041983,tidak bekerja,3,kontrak,pedesaan,ya,0,ya,79,ada,tidak,99,11,tidak,laki-laki,65,tidak layak,0
3.18,2,ekonomi,tidak,2294848,pegawai negeri,5,menumpang,3t,ya,3,tidak,76,ada,ya,85,5,tidak,perempuan,8,layak,4858117
3.47,4,ekonomi,tidak,7804023,buruh,3,menumpang,perkotaan,ya,5,ya,95,tidak,ya,87,19,tidak,laki-laki,56,tidak layak,0
2.64,3,sastra,tidak,1667822,buruh,1,menumpang,perkotaan,tidak,3,ya,91,ada,ya,63,4,tidak,laki-laki,96,layak,3230821
3.4,3,pertanian,tidak,7042823,buruh,5,kontrak,3t,tidak,2,ya,100,tidak,tidak,95,11,tidak,laki-laki,78,tidak layak,0
2.78,7,hukum,tidak,1547075,pegawai negeri,5,milik sendiri,3t,ya,2,ya,68,ada,ya,77,18,tidak,perempuan,91,layak,5211072
3.71,7,ekonomi,tidak,4043617,wirausaha,2,kontrak,3t,ya,2,tidak,59,tidak,ya,58,0,tidak,laki-laki,18,tidak layak,0
3.78,8,ekonomi,tidak,2777939,petani,2,menumpang,perkotaan,tidak,5,tidak,77,ada,tidak,82,13,tidak,perempuan,49,layak,4980533
3.23,8,manajemen,ya,9331661,tidak bekerja,3,kontrak,pedesaan,ya,4,ya,80,ada,tidak,89,1,tidak,laki-laki,60,layak,5808719
3.63,8,pendidikan,tidak,5442868,pegawai negeri,2,milik sendiri,perkotaan,ya,2,tidak,86,tidak,ya,90,15,tidak,laki-laki,84,layak,4447403
4.0,1,sastra,tidak,2627708,buruh,1,kontrak,pedesaan,tidak,2,tidak,50,ada,ya,87,4,tidak,perempuan,22,layak,4191545
3.05,4,pertanian,ya,9348116,tidak bekerja,1,kontrak,perkotaan,tidak,4,tidak,59,tidak,tidak,99,12,tidak,perempuan,92,tidak layak,0
3.03,3,kedokteran,tidak,6289409,petani,6,kontrak,perkotaan,ya,1,tidak,80,tidak,tidak,97,17,tidak,perempuan,60,tidak layak,0
3.09,5,hukum,tidak,7793631,petani,3,kontrak,pedesaan,ya,4,tidak,52,ada,tidak,77,19,tidak,perempuan,42,tidak layak,0
2.8,5,sastra,tidak,4783960,wirausaha,5,kontrak,pedesaan,tidak,1,tidak,87,ada,tidak,93,5,tidak,laki-laki,86,tidak layak,0
3.19,2,manajemen,ya,2679482,karyawan swasta,6,menumpang,pedesaan,tidak,0,tidak,66,tidak,tidak,92,2,tidak,perempuan,98,tidak layak,0
3.29,7,pendidikan,tidak,1741464,pegawai negeri,1,kontrak,pedesaan,tidak,2,tidak,66,ada,tidak,54,15,tidak,laki-laki,78,layak,5293656
3.13,3,pertanian,ya,9570302,tidak bekerja,4,milik sendiri,perkotaan,ya,3,tidak,56,ada,ya,54,18,tidak,perempuan,2,tidak layak,0
2.87,8,hukum,tidak,514556,petani,6,kontrak,pedesaan,tidak,3,tidak,82,tidak,tidak,77,12,tidak,laki-laki,69,tidak layak,0
3.27,4,teknik informatika,tidak,8587731,petani,5,menumpang,perkotaan,ya,5,ya,53,ada,tidak,84,10,tidak,perempuan,97,tidak layak,0
3.4,5,kedokteran,ya,1159867,karyawan swasta,6,milik sendiri,pedesaan,ya,0,tidak,72,tidak,ya,90,14,tidak,laki-laki,4,tidak layak,0
2.99,4,teknik informatika,tidak,4501116,karyawan swasta,4,milik sendiri,perkotaan,tidak,3,tidak,78,ada,ya,71,1,tidak,laki-laki,51,tidak layak,0
2.96,2,kedokteran,tidak,9276491,karyawan swasta,6,menumpang,3t,ya,0,ya,59,tidak,ya,80,19,ya,laki-laki,1,tidak layak,0
3.77,3,teknik informatika,tidak,2132292,karyawan swasta,5,milik sendiri,perkotaan,ya,0,ya,88,ada,ya,62,13,tidak,perempuan,41,layak,3013364
2.97,3,pendidikan,tidak,4077436,tidak bekerja,1,menumpang,3t,ya,2,ya,76,ada,tidak,85,5,tidak,laki-laki,17,tidak layak,0
3.28,2,ekonomi,tidak,762233,karyawan swasta,1,milik sendiri,3t,tidak,5,tidak,68,tidak,tidak,94,4,tidak,perempuan,66,tidak layak,0
2.59,8,ekonomi,tidak,3428445,buruh,6,milik sendiri,pedesaan,tidak,4,tidak,90,tidak,tidak,76,0,tidak,laki-laki,15,tidak layak,0
3.05,2,pendidikan,tidak,9555046,buruh,2,kontrak,perkotaan,tidak,2,ya,57,ada,tidak,81,5,tidak,laki-laki,6,tidak layak,0
3.43,6,sastra,tidak,4717486,pegawai negeri,5,kontrak,3t,tidak,4,ya,100,ada,tidak,82,3,tidak,laki-laki,92,layak,5731428
3.13,6,ekonomi,ya,5964086,pedagang,1,kontrak,pedesaan,ya,3,tidak,74,ada,ya,80,18,tidak,perempuan,18,tidak layak,0
2.88,4,pertanian,ya,6766039,pedagang,4,menumpang,3t,ya,2,ya,58,ada,ya,67,4,tidak,perempuan,58,tidak layak,0
3.47,7,pertanian,tidak,2144153,karyawan swasta,4,milik sendiri,3t,tidak,5,tidak,63,ada,tidak,68,7,tidak,laki-laki,2,tidak layak,0
3.94,8,sastra,ya,8205487,tidak bekerja,5,menumpang,pedesaan,tidak,3,tidak,95,tidak,ya,100,11,tidak,laki-laki,80,layak,2593062
3.53,7,pendidikan,tidak,5475954,karyawan swasta,3,menumpang,perkotaan,ya,1,tidak,55,tidak,ya,82,11,tidak,laki-laki,49,tidak layak,0
3.4,6,pertanian,tidak,6633266,pegawai negeri,2,menumpang,pedesaan,ya,5,tidak,58,tidak,ya,84,3,tidak,laki-laki,96,tidak layak,0
2.87,6,manajemen,ya,8181853,petani,1,kontrak,perkotaan,ya,0,ya,67,ada,ya,81,4,tidak,laki-laki,37,tidak layak,0
3.28,7,hukum,tidak,7548611,karyawan swasta,6,menumpang,3t,ya,0,tidak,64,tidak,tidak,87,10,tidak,perempuan,62,tidak layak,0
3.22,8,pertanian,tidak,2713824,tidak bekerja,3,milik sendiri,perkotaan,ya,2,tidak,99,ada,ya,72,9,tidak,laki-laki,79,layak,3348803
3.08,5,hukum,tidak,3075047,pedagang,2,milik sendiri,3t,ya,1,tidak,73,ada,ya,85,1,tidak,perempuan,18,tidak layak,0
3.36,4,pertanian,tidak,5975520,petani,5,menumpang,3t,ya,2,ya,55,tidak,ya,82,12,tidak,perempuan,77,tidak layak,0
3.05,1,pendidikan,tidak,7674616,pegawai negeri,4,kontrak,3t,ya,2,tidak,85,ada,ya,96,14,tidak,perempuan,56,tidak layak,0
3.27,5,hukum,tidak,7610724,wirausaha,4,milik sendiri,perkotaan,ya,1,ya,80,tidak,ya,87,12,tidak,perempuan,81,tidak layak,0
3.35,5,ekonomi,ya,8253086,wirausaha,5,milik sendiri,3t,tidak,2,tidak,52,tidak,tidak,81,17,tidak,laki-laki,3,tidak layak,0
2.99,1,hukum,tidak,8427925,petani,6,menumpang,perkotaan,ya,3,tidak,91,ada,ya,57,8,tidak,laki-laki,76,tidak layak,0
2.39,3,pendidikan,ya,5074649,pegawai negeri,4,menumpang,perkotaan,ya,2,ya,90,ada,ya,99,20,tidak,laki-laki,76,layak,3402037
2.71,6,pendidikan,tidak,5551155,pegawai negeri,6,menumpang,perkotaan,ya,4,ya,59,ada,ya,83,9,tidak,perempuan,52,tidak layak,0
3.65,6,sastra,tidak,2832267,tidak bekerja,4,menumpang,pedesaan,tidak,1,tidak,51,ada,ya,58,4,tidak,perempuan,16,tidak layak,0
3.72,4,hukum,tidak,7627046,wirausaha,1,milik sendiri,3t,ya,3,ya,56,ada,ya,80,3,tidak,laki-laki,8,tidak layak,0
3.46,5,teknik informatika,tidak,2576911,buruh,2,menumpang,perkotaan,ya,2,ya,59,tidak,tidak,72,5,tidak,laki-laki,64,tidak layak,0
3.18,2,hukum,tidak,6868883,karyawan swasta,2,menumpang,pedesaan,ya,2,ya,57,ada,tidak,98,11,tidak,laki-laki,10,tidak layak,0
3.3,6,pertanian,ya,5258210,karyawan swasta,5,menumpang,pedesaan,tidak,3,ya,76,tidak,tidak,62,2,tidak,perempuan,86,tidak layak,0
3.23,6,hukum,ya,8748490,wirausaha,1,kontrak,pedesaan,tidak,0,ya,75,tidak,ya,97,5,tidak,laki-laki,43,tidak layak,0
3.11,4,ekonomi,ya,7625354,wirausaha,4,kontrak,perkotaan,tidak,4,ya,100,tidak,tidak,80,19,tidak,perempuan,65,tidak layak,0
3.38,6,hukum,tidak,2116210,tidak bekerja,1,menumpang,perkotaan,tidak,3,ya,92,tidak,tidak,82,8,tidak,laki-laki,97,layak,2265067
3.7,7,manajemen,tidak,5777427,tidak bekerja,4,kontrak,pedesaan,ya,4,tidak,99,tidak,ya,81,13,tidak,perempuan,62,layak,2917562
3.4,8,pertanian,tidak,3122462,buruh,1,kontrak,pedesaan,ya,3,tidak,72,tidak,tidak,53,0,tidak,laki-laki,46,tidak layak,0
2.93,6,teknik informatika,tidak,6225334,karyawan swasta,1,kontrak,pedesaan,ya,2,ya,65,ada,ya,91,9,tidak,laki-laki,39,tidak layak,0
3.92,2,pendidikan,ya,9533135,pegawai negeri,1,kontrak,perkotaan,ya,4,tidak,67,ada,tidak,87,0,tidak,perempuan,73,layak,5274080
